系,be; relate to; system; fasten; department; faculty; connect | to tie/fasten,xì | jì,[sound:系.mp3]
推荐,recommend; recommendation,tuī jiàn,[sound:推荐.mp3]
哈,exhale; sip; (sound of laughter),hā,[sound:哈.mp3]
人生,human life,rén shēng,[sound:人生.mp3]
搞,do; make; be engaged in,gǎo,[sound:搞.mp3]
拍,"to clap; to pat; to shoot (pictures, a film); send (a telegram)",pāi,[sound:拍.mp3]
期待,look forward to; await; expectation,qī dài,[sound:期待.mp3]
片,(mw for pieces of things); a slice; a flake (Kangxi radical 91) | film; photo,piàn | piān,[sound:片.mp3]
靠,depend on; lean on; near; to trust,kào,[sound:靠.mp3]
所,"place; that which; (mw for houses, buildings)",suǒ,[sound:所.mp3]
装,to load; dress up; pretend; clothing; to install,zhuāng,[sound:装.mp3]
翻,to turn over; capsize; translate,fān,[sound:翻.mp3]
滴,to drip; drop; (mw for drops of liquid),dī,[sound:滴.mp3]
套,cover; (mw for sets of things); tie together,tào,[sound:套.mp3]
哎,hey!; (interjection of surprise or dissatisfaction),āi,[sound:哎.mp3]
傻,foolish; fool,shǎ,[sound:傻.mp3]
参与,participate (in sth.); attach oneself to,cān yù,[sound:参与.mp3]
首,head; chief; first; (mw for poems and songs) (Kangxi radical 185),shǒu,[sound:首.mp3]
宝贝,treasure; precious things; darling; baby,bǎo bèi,[sound:宝贝.mp3]
夜,night; darkness,yè,[sound:夜.mp3]
个人,individual; personal; oneself,gè rén,[sound:个人.mp3]
发表,publish; to issue (a statement); announce,fā biǎo,[sound:发表.mp3]
正,straight; currently; correct; just (right); pure; precisely,zhèng,[sound:正.mp3]
如何,how; what; what way (formal 怎么),rú hé,[sound:如何.mp3]
抢,fight over; vie for; grab; rush | bump against,qiǎng | qiāng,[sound:抢.mp3]
亲爱,"beloved; Dear ... (a way of starting a letter lovers, intimate friends or close relatives)",qīn ài,[sound:亲爱.mp3]
曾经,once; (refers to something that happened previously),céng jīng,[sound:曾经.mp3]
未来,future,wèi lái,[sound:未来.mp3]
绝对,absolute; definite (strong),jué duì,[sound:绝对.mp3]
祝福,blessings; wish well,zhù fú,[sound:祝福.mp3]
温暖,warm (for people/emotions) (long),wēn nuǎn,[sound:温暖.mp3]
克,gram; overcome; restrain,kè,[sound:克.mp3]
某,a certain; some,mǒu,[sound:某.mp3]
亮,bright; light; shiny,liàng,[sound:亮.mp3]
时尚,fashion; fad,shí shàng,[sound:时尚.mp3]
日子,days; date; time; life,rì zi,[sound:日子.mp3]
唉,(an exclamation indicating resignation); oh well; oh; mm,ài,[sound:唉.mp3]
设计,plan; design,shè jì,[sound:设计.mp3]
团,round; ball; group; unite; dumpling; (mw for ball-like things),tuán,[sound:团.mp3]
珍惜,to treasure; cherish; to value,zhēn xī,[sound:珍惜.mp3]
项,nape (of the neck); sum (of money); mw item,xiàng,[sound:项.mp3]
颗,"(mw for hearts and small, round things like seeds, grains, beans, etc.)",kē,[sound:颗.mp3]
体验,experience for oneself; to personally experience (usually a kind of life),tǐ yàn,[sound:体验.mp3]
杀,to kill; to murder,shā,[sound:杀.mp3]
果然,really; sure enough; as expected,guǒ rán,[sound:果然.mp3]
失去,"to lose (time, an opportunity, work, etc.)",shī qù,[sound:失去.mp3]
梦想,dream; wishful thinking,mèng xiǎng,[sound:梦想.mp3]
淡,plain(without salt)/diluted/weak/,dàn,[sound:淡.mp3]
老婆,(informal) wife,lǎo pó,[sound:老婆.mp3]
猪,pig,zhū,[sound:猪.mp3]
痛苦,pain; suffering; agony,tòng kǔ,[sound:痛苦.mp3]
完美,perfect,wán měi,[sound:完美.mp3]
非,non-; un-; not be; wrongdoing; simply must (Kangxi radical 175),fēi,[sound:非.mp3]
赶紧,at once; hurriedly; lose no time,gǎn jǐn,[sound:赶紧.mp3]
锅,pot; pan; boiler,guō,[sound:锅.mp3]
便,plain; convenient; excretion; formal equivalent to 就 | cheap,biàn | pián,[sound:便.mp3]
群,"crowd; group; (mw for groups, flocks, or swarms)",qún,[sound:群.mp3]
享受,enjoy,xiǎng shòu,[sound:享受.mp3]
经典,classics; scriptures,jīng diǎn,[sound:经典.mp3]
对方,counterpart; the other party involved,duì fāng,[sound:对方.mp3]
要不,otherwise; or else; how about,yào bù,[sound:要不.mp3]
等待,to wait (for); expect,děng dài,[sound:等待.mp3]
平安,safe and sound,píng ān,[sound:平安.mp3]
不如,not as good as; inferior to,bù rú,[sound:不如.mp3]
微笑,smile,wēi xiào,[sound:微笑.mp3]
精神,vigor; spirit; mind,jīng shen,[sound:精神.mp3]
寂寞,lonely; lonesome,jì mò,[sound:寂寞.mp3]
则,standard; regulation; however; in that case,zé,[sound:则.mp3]
市场,market,shì chǎng,[sound:市场.mp3]
超级,super; transcending; high grade,chāo jí,[sound:超级.mp3]
血,blood (Kangxi radical 143),xuè,[sound:血.mp3]
顶,"top; roof; carry on one's head; prop up; to butt; (mw for headwear, i.e. hats)",dǐng,[sound:顶.mp3]
面对,to face; confront,miàn duì,[sound:面对.mp3]
一辈子,(for) a lifetime; all one's life,yí bèi zi,[sound:一辈子.mp3]
切,to cut; to chop | correspond to; absolutely; ardently,qiē | qiè,[sound:切.mp3]
产品,product; goods; merchandise,chǎn pǐn,[sound:产品.mp3]
方式,way; style; fashion; manner,fāng shì,[sound:方式.mp3]
属于,belong to; be part of,shǔ yú,[sound:属于.mp3]
称,weigh; to call; be called,chēng,[sound:称.mp3]
煮,to boil; to cook,zhǔ,[sound:煮.mp3]
恨,to hate,hèn,[sound:恨.mp3]
吐,to spit | to vomit; throw up,tǔ | tù,[sound:吐.mp3]
晒,to dry in the sun; shine upon; to sun; bask,shài,[sound:晒.mp3]
方,square; direction; side (Kangxi radical 70),fāng,[sound:方.mp3]
代表,represent; to delegate,dài biǎo,[sound:代表.mp3]
价值,value; worth,jià zhí,[sound:价值.mp3]
嗯,"emm.. (interjection expressing what?, huh? hmm? why? ok, etc.)",ēn,[sound:嗯.mp3]
恋爱,romantic love; be in love; love affair,liàn ài,[sound:恋爱.mp3]
空间,space,kōng jiān,[sound:空间.mp3]
真实,true; real; authentic,zhēn shí,[sound:真实.mp3]
网络,network,wǎng luò,[sound:网络.mp3]
目前,at present/now/for the moment/modern,mù qián,[sound:目前.mp3]
现实,reality; actuality; practical,xiàn shí,[sound:现实.mp3]
作为,regard as; act as; action; deed,zuò wéi,[sound:作为.mp3]
骂,scold; curse; condemn; verbally abuse,mà,[sound:骂.mp3]
政府,government,zhèng fǔ,[sound:政府.mp3]
龙,dragon (Kangxi radical 212),lóng,[sound:龙.mp3]
存在,to exist; to be,cún zài,[sound:存在.mp3]
老板,boss; proprietor; shopkeeper,lǎo bǎn,[sound:老板.mp3]
领导,to lead; leader; leadership,lǐng dǎo,[sound:领导.mp3]
保持,to keep; maintain; to hold,bǎo chí,[sound:保持.mp3]
依然,still; as before,yī rán,[sound:依然.mp3]
感受,feel; experience; emotion; impression,gǎn shòu,[sound:感受.mp3]
坚强,strong; staunch,jiān qiáng,[sound:坚强.mp3]
数,number | to count; to rank,shù | shǔ,[sound:数.mp3]
明星,"(movie, etc.) star; celebrity",míng xīng,[sound:明星.mp3]
企业,company; business; firm,qǐ yè,[sound:企业.mp3]
升,rise; hoist; promote; liter,shēng,[sound:升.mp3]
伤害,injure; to harm; wound,shāng hài,[sound:伤害.mp3]
不断,unceasing; uninterrupted; continuously,bú duàn,[sound:不断.mp3]
冻,to freeze,dòng,[sound:冻.mp3]
自由,freedom; free; liberty,zì yóu,[sound:自由.mp3]
青春,youth; youthfulness; fresh spring,qīng chūn,[sound:青春.mp3]
整个,whole; entire; total,zhěng gè,[sound:整个.mp3]
抓,to carry in your hand holding strongly; catch; arrest,zhuā,[sound:抓.mp3]
反正,anyway,fǎn zhèng,[sound:反正.mp3]
理由,a reason; grounds; argument,lǐ yóu,[sound:理由.mp3]
以及,as well as; too; (formal) and,yǐ jí,[sound:以及.mp3]
成长,to mature; grow up,chéng zhǎng,[sound:成长.mp3]
恭喜,congratulate,gōng xǐ,[sound:恭喜.mp3]
表情,(facial) expression; express one's feelings,biǎo qíng,[sound:表情.mp3]
幸运,luck; fortune,xìng yùn,[sound:幸运.mp3]
记忆,memory; to remember,jì yì,[sound:记忆.mp3]
吹,to blow; to blast; to puff,chuī,[sound:吹.mp3]
或许,perhaps; maybe,huò xǔ,[sound:或许.mp3]
宿舍,dormitory; living quarters; hostel,sù shè,[sound:宿舍.mp3]
时代,age; era; period,shí dài,[sound:时代.mp3]
怀念,cherish the memory of; think fondly of,huái niàn,[sound:怀念.mp3]
背,carry on one's back; to bear,bēi,[sound:背.mp3]
炒,to stir-fry; saute,chǎo,[sound:炒.mp3]
晕,dizzy; to fain,yūn,[sound:晕.mp3]
根本,At all/totally (adverb used to emphasise negation)/foundation/basic,Gēn běn,[sound:根本.mp3]
状态,state of affairs; condition; state,zhuàng tài,[sound:状态.mp3]
力量,power; force; strength,lì liang,[sound:力量.mp3]
弱,weak; feeble; young,ruò,[sound:弱.mp3]
情绪,emotion; sentiment; mood; morale,qíng xù,[sound:情绪.mp3]
目标,target; goal; objective,mù biāo,[sound:目标.mp3]
直,straight; vertical; frank; directly; continuously,zhí,[sound:直.mp3]
银,silver (the element),yín,[sound:银.mp3]
作品,works (of literature and art)/opus,zuò pǐn,[sound:作品.mp3]
根,"root; base; (mw for long, slender objects)",gēn,[sound:根.mp3]
食物,food (formal),shí wù,[sound:食物.mp3]
意义,meaning; significance,yì yì,[sound:意义.mp3]
嫁,marry (a husband); take a husband,jià,[sound:嫁.mp3]
基本,basic; fundamental,jī běn,[sound:基本.mp3]
可怕,terrible; awful; frightful; scary,kě pà,[sound:可怕.mp3]
充满,brimming with; very full,chōng mǎn,[sound:充满.mp3]
功能,function; feature,gōng néng,[sound:功能.mp3]
心理,mental/psychology/psychological,xīn lǐ,[sound:心理.mp3]
满足,satisfy; meet (the needs of),mǎn zú,[sound:满足.mp3]
成熟,mature; ripe,chéng shú,[sound:成熟.mp3]
想念,to miss; remember with longing; long to see again,xiǎng niàn,[sound:想念.mp3]
行动,to move; get around; action,xíng dòng,[sound:行动.mp3]
欣赏,appreciate; enjoy; admire,xīn shǎng,[sound:欣赏.mp3]
在乎,care about; be determined by; to mind,zài hu,[sound:在乎.mp3]
圈,"circle; ring; (mw for loops, orbits, etc.)",quān,[sound:圈.mp3]
彼此,each other; one another,bǐ cǐ,[sound:彼此.mp3]
呆,stupid; foolish; blank; dumbstruck; to stay,dāi,[sound:呆.mp3]
胃,stomach,wèi,[sound:胃.mp3]
系统,system,xì tǒng,[sound:系统.mp3]
狮子,lion,shī zi,[sound:狮子.mp3]
碎,broken; break into pieces,suì,[sound:碎.mp3]
派,dispatch; (mw for political groups; schools of thought; etc.),pài,[sound:派.mp3]
喊,call; cry; shout,hǎn,[sound:喊.mp3]
滚,to roll; get lost; to boil,gǔn,[sound:滚.mp3]
英雄,hero,yīng xióng,[sound:英雄.mp3]
念,read aloud; to study; to miss or think of somebody,niàn,[sound:念.mp3]
冠军,champion,guàn jūn,[sound:冠军.mp3]
报道,to report; news report,bào dào,[sound:报道.mp3]
追求,pursue; seek,zhuī qiú,[sound:追求.mp3]
媒体,(news) media; medium,méi tǐ,[sound:媒体.mp3]
催,to press; to urge; to hurry,cuī,[sound:催.mp3]
疯狂,crazy; madness; wild; extreme popularity; insane; frenzied; unbridled,fēng kuáng,[sound:疯狂.mp3]
分手,break up(relationship)/part company,fēn shǒu,[sound:分手.mp3]
休闲,recreation; leisure,xiū xián,[sound:休闲.mp3]
醉,intoxicated; become drunk,zuì,[sound:醉.mp3]
灰,ash; gray (grey); dust; lime,huī,[sound:灰.mp3]
表现,to show; to show off; display; performance,biǎo xiàn,[sound:表现.mp3]
赶快,at once; immediately,gǎn kuài,[sound:赶快.mp3]
位置,position; place; seat,wèi zhi,[sound:位置.mp3]
明显,clear; obvious,míng xiǎn,[sound:明显.mp3]
连续,continually; in a row; successively,lián xù,[sound:连续.mp3]
烂,overcooked; rotten; soft; mushy,làn,[sound:烂.mp3]
风景,scenery; landscape,fēng jǐng,[sound:风景.mp3]
移动,to move,yí dòng,[sound:移动.mp3]
据说,it is said that; reportedly,jù shuō,[sound:据说.mp3]
传说,it is said; legend; pass on (a story),chuán shuō,[sound:传说.mp3]
不然,otherwise; not so,bù rán,[sound:不然.mp3]
风格,style,fēng gé,[sound:风格.mp3]
人类,humanity; human race; mankind,rén lèi,[sound:人类.mp3]
占,occupy; seize; to constitute,zhàn,[sound:占.mp3]
控制,to control,kòng zhì,[sound:控制.mp3]
腰,waist; lower back; pocket,yāo,[sound:腰.mp3]
温柔,gentle and soft; tender; gentle,wēn róu,[sound:温柔.mp3]
彻底,thorough; complete; completely,chè dǐ,[sound:彻底.mp3]
中心,center; heart; core,zhōng xīn,[sound:中心.mp3]
承认,to admit; concede; acknowledge,chéng rèn,[sound:承认.mp3]
顿,pause; arrange; stamp feet; suddenly; (mw for meals 饭),dùn,[sound:顿.mp3]
简直,simply; at all,jiǎn zhí,[sound:简直.mp3]
失眠,lose sleep; insomnia,shī mián,[sound:失眠.mp3]
青,blue; green; young (Kangxi radical 174); Qinghai province (abbr.),qīng,[sound:青.mp3]
吓,frighten; to scare; intimidate,xià,[sound:吓.mp3]
平,flat; level; equal; ordinary,píng,[sound:平.mp3]
强烈,intense; strong; violent,qiáng liè,[sound:强烈.mp3]
胸,chest; bosom; heart,xiōng,[sound:胸.mp3]
时刻,moment; constantly,shí kè,[sound:时刻.mp3]
收获,harvest; acquisition; gain,shōu huò,[sound:收获.mp3]
愿望,wish,yuàn wàng,[sound:愿望.mp3]
无奈,can't help but; have no choice,wú nài,[sound:无奈.mp3]
优惠,preferential; favorable,yōu huì,[sound:优惠.mp3]
挑战,challenge,tiǎo zhàn,[sound:挑战.mp3]
偷,steal; pilfer,tōu,[sound:偷.mp3]
甲,one; armor (1st Heavenly Stem),jiǎ,[sound:甲.mp3]
元旦,New Year's Day,yuán dàn,[sound:元旦.mp3]
包括,comprise; include; consist of,bāo kuò,[sound:包括.mp3]
刺激,exciting; provoke; irritate,cì jī,[sound:刺激.mp3]
在于,lie in; be in; rest with; depend on,zài yú,[sound:在于.mp3]
数据,data; numbers; digital,shù jù,[sound:数据.mp3]
表达,to express; to voice; convey,biǎo dá,[sound:表达.mp3]
口味,a person's tastes or preferences,kǒu wèi,[sound:口味.mp3]
雷,thunder,léi,[sound:雷.mp3]
遗憾,regret; pity; sorry,yí hàn,[sound:遗憾.mp3]
如今,nowadays,rú jīn,[sound:如今.mp3]
寻找,seek; look for; quest,xún zhǎo,[sound:寻找.mp3]
投资,investment,tóu zī,[sound:投资.mp3]
沉默,silent; uncommunicative,chén mò,[sound:沉默.mp3]
冲,to rush; to clash; to rinse; thoroughfare,chōng,[sound:冲.mp3]
摆,to put (on); arrange; to sway; pendulum,bǎi,[sound:摆.mp3]
显示,"display, illustrate, to show",xiǎn shì,[sound:显示.mp3]
乖,(of a child) obedient; well-behaved; clever; perverse; contrary to reason,guāi,[sound:乖.mp3]
智慧,wisdom; knowledge,zhì huì,[sound:智慧.mp3]
神秘,mysterious; mystical,shén mì,[sound:神秘.mp3]
似乎,it seems; as if; seemingly,sì hū,[sound:似乎.mp3]
导致,lead to; bring about; to cause,dǎo zhì,[sound:导致.mp3]
思考,reflect on; ponder; consider,sī kǎo,[sound:思考.mp3]
暗,dark; gloomy; hidden; secret,àn,[sound:暗.mp3]
组织,organize; organization,zǔ zhī,[sound:组织.mp3]
涨,"to rise (of prices, rivers); to go up | to swell; to bloat",zhǎng | zhàng,[sound:涨.mp3]
消失,disappear; fade away; dissolve,xiāo shī,[sound:消失.mp3]
分析,analyze; analysis,fēn xī,[sound:分析.mp3]
思想,thought; thinking; idea; ideology,sī xiǎng,[sound:思想.mp3]
官,an official; organ; governmental,guān,[sound:官.mp3]
救,to save (life); to assist; to rescue,jiù,[sound:救.mp3]
布,cloth; announce; to spread,bù,[sound:布.mp3]
勇气,courage; valor,yǒng qì,[sound:勇气.mp3]
命运,fate; destiny,mìng yùn,[sound:命运.mp3]
支,branch; support; put up; (mw for long; narrow objects) (Kangxi radical 65),zhī,[sound:支.mp3]
处理,deal with; to process; sell at a discount; to treat (by a special process),chǔ lǐ,[sound:处理.mp3]
行为,action; behavior; conduct,xíng wéi,[sound:行为.mp3]
个性,individuality; personality,gè xìng,[sound:个性.mp3]
圆,round; circular; formal unit of Chinese currency,yuán,[sound:圆.mp3]
诗,poem; poetry; verse,shī,[sound:诗.mp3]
主题,theme; subject; topic,zhǔ tí,[sound:主题.mp3]
达到,achieve; attain; to reach,dá dào,[sound:达到.mp3]
部门,department; branch; section,bù mén,[sound:部门.mp3]
项目,program; item; project,xiàng mù,[sound:项目.mp3]
必要,necessary; essential; indispensable,bì yào,[sound:必要.mp3]
员工,employee; staff; personnel,yuán gōng,[sound:员工.mp3]
天空,sky; space; heavens,tiān kōng,[sound:天空.mp3]
产生,to produce; emerge; to cause,chǎn shēng,[sound:产生.mp3]
拥抱,embrace; to hug,yōng bào,[sound:拥抱.mp3]
伟大,great; mighty; large,wěi dà,[sound:伟大.mp3]
反应,react; respond; reply,fǎn yìng,[sound:反应.mp3]
单位,unit; work unit,dān wèi,[sound:单位.mp3]
飘,to float; flutter,piāo,[sound:飘.mp3]
断,to break; decide; absolutely (usually negative),duàn,[sound:断.mp3]
娱乐,entertain; amuse; entertainment,yú lè,[sound:娱乐.mp3]
营养,nutrition; nourishment; sustenance,yíng yǎng,[sound:营养.mp3]
摸,to touch; to stroke; fish out; feel out,mō,[sound:摸.mp3]
合作,cooperate; collaborate; work together,hé zuò,[sound:合作.mp3]
事实,fact; in fact,shì shí,[sound:事实.mp3]
身材,stature; figure; build,shēn cái,[sound:身材.mp3]
受伤,"sustain injuries (in an accident, etc.); be injured",shòu shāng,[sound:受伤.mp3]
专家,expert; specialist,zhuān jiā,[sound:专家.mp3]
臭,smelly/stench/stink,chòu,[sound:臭.mp3]
秘密,a secret; confidential,mì mì,[sound:秘密.mp3]
宣传,propaganda; to propagate; to give publicity to,xuān chuán,[sound:宣传.mp3]
相当,equivalent to; appropriate; considerably; quite,xiāng dāng,[sound:相当.mp3]
形象,image; form; figure,xíng xiàng,[sound:形象.mp3]
持续,continue/continous/persist,chí xù,[sound:持续.mp3]
造成,to cause; make; bring out,zào chéng,[sound:造成.mp3]
善良,good and honest; kind-hearted,shàn liáng,[sound:善良.mp3]
立即,immediately,lì jí,[sound:立即.mp3]
安慰,to comfort; to console,ān wèi,[sound:安慰.mp3]
欠,yawn; to lack; owe (Kangxi radical 76),qiàn,[sound:欠.mp3]
年代,decade; era,nián dài,[sound:年代.mp3]
吻,kiss; lips,wěn,[sound:吻.mp3]
凭,lean against; evidence; proof; no matter (what/how/etc.),píng,[sound:凭.mp3]
利用,to use; to make use of; to exploit,lì yòng,[sound:利用.mp3]
自动,automatic,zì dòng,[sound:自动.mp3]
行业,industry; business,háng yè,[sound:行业.mp3]
瞎,blind,xiā,[sound:瞎.mp3]
退,to retreat; decline; withdraw,tuì,[sound:退.mp3]
预订,place an order; book ahead; subscribe for,yù dìng,[sound:预订.mp3]
丑,ugly; disgraceful (2nd Earthly Branch),chǒu,[sound:丑.mp3]
人员,staff; crew; personnel,rén yuán,[sound:人员.mp3]
人才,talent; talented person,rén cái,[sound:人才.mp3]
软,soft,ruǎn,[sound:软.mp3]
报告,to report; make known; inform; speech; lecture,bào gào,[sound:报告.mp3]
公布,make public; announce; publicize,gōng bù,[sound:公布.mp3]
制作,make; manufacture,zhì zuò,[sound:制作.mp3]
独立,independent,dú lì,[sound:独立.mp3]
爱心,compassion,ài xīn,[sound:爱心.mp3]
撞,to hit; collide; run into,zhuàng,[sound:撞.mp3]
主动,to take initiative/voluntary/proactive,zhǔ dòng,[sound:主动.mp3]
盖,lid; top; cover; to build,gài,[sound:盖.mp3]
运气,luck,yùn qi,[sound:运气.mp3]
奋斗,strive; to struggle,fèn dòu,[sound:奋斗.mp3]
政治,politics,zhèng zhì,[sound:政治.mp3]
道理,reason; sense; argument,dào lǐ,[sound:道理.mp3]
摄影,take a photograph; shoot a film,shè yǐng,[sound:摄影.mp3]
记录,to record; take notes,jì lù,[sound:记录.mp3]
踩,step upon; to tread; to stamp,cǎi,[sound:踩.mp3]
抱怨,complain; grumble,bào yuàn,[sound:抱怨.mp3]
魅力,charm; glamour; enchantment,mèi lì,[sound:魅力.mp3]
豪华,luxurious,háo huá,[sound:豪华.mp3]
朝,to face; towards; dynasty,cháo,[sound:朝.mp3]
文字,characters; script; writing,wén zì,[sound:文字.mp3]
始终,from beginning to end; all along,shǐ zhōng,[sound:始终.mp3]
嫩,tender; inexperienced,nèn,[sound:嫩.mp3]
黄金,gold,huáng jīn,[sound:黄金.mp3]
软件,(computer) software,ruǎn jiàn,[sound:软件.mp3]
销售,to sell; to market; sales,xiāo shòu,[sound:销售.mp3]
开发,develop; to exploit (a resource),kāi fā,[sound:开发.mp3]
确定,definite; certain; fixed; determine,què dìng,[sound:确定.mp3]
相关,correlation; interrelated; dependence,xiāng guān,[sound:相关.mp3]
无数,countless; innumerable,wú shù,[sound:无数.mp3]
传统,tradition; traditional,chuán tǒng,[sound:传统.mp3]
色彩,tint; color; hue,sè cǎi,[sound:色彩.mp3]
盆,basin; (flower) pot,pén,[sound:盆.mp3]
忍不住,cannot help but; unable to bear,rěn bu zhù,[sound:忍不住.mp3]
以来,since (a previous event),yǐ lái,[sound:以来.mp3]
信任,to trust; have confidence in,xìn rèn,[sound:信任.mp3]
治疗,to treat; to cure; medical treatment,zhì liáo,[sound:治疗.mp3]
婚姻,marriage; matrimony; wedding (noun),hūn yīn,[sound:婚姻.mp3]
从此,from now on; since then,cóng cǐ,[sound:从此.mp3]
一旦,in case (something happens); once (sth. has happened ... then); in one day,yí dàn,[sound:一旦.mp3]
广场,public square; plaza,guǎng chǎng,[sound:广场.mp3]
资料,data; material; resources; information,zī liào,[sound:资料.mp3]
特色,characteristic; distinguishing feature,tè sè,[sound:特色.mp3]
何必,why should; there is no need to,hé bì,[sound:何必.mp3]
调整,adjustment; revision,tiáo zhěng,[sound:调整.mp3]
戒,warn against; swear off,jiè,[sound:戒.mp3]
雾,fog; mist,wù,[sound:雾.mp3]
土豆,potato,tǔ dòu,[sound:土豆.mp3]
创造,create; bring about; creativity,chuàng zào,[sound:创造.mp3]
应用,application(app)/to apply/to use,yìng yòng,[sound:应用.mp3]
随时,at any time; whenever necessary,suí shí,[sound:随时.mp3]
吵架,to quarrel; to squabble; bicker,chǎo jià,[sound:吵架.mp3]
商品,goods; commodity; merchandise,shāng pǐn,[sound:商品.mp3]
轻易,easily; lightly; rashly,qīng yì,[sound:轻易.mp3]
人物,"figure; personage; character (in a play, story, etc.)",rén wù,[sound:人物.mp3]
围巾,scarf; shawl,wéi jīn,[sound:围巾.mp3]
委屈,feel wronged; nurse a grievance,wěi qu,[sound:委屈.mp3]
业务,business; profession,yè wù,[sound:业务.mp3]
程度,degree; extent; level,chéng dù,[sound:程度.mp3]
硬,hard; stiff; obstinately,yìng,[sound:硬.mp3]
组合,assemble; combination,zǔ hé,[sound:组合.mp3]
主人,master; host; owner,zhǔ rén,[sound:主人.mp3]
恢复,reinstate; resume; recover,huī fù,[sound:恢复.mp3]
意外,unexpected; accident; mishap,yì wài,[sound:意外.mp3]
消费,consumption; spending,xiāo fèi,[sound:消费.mp3]
承受,to bear; support; endure; sustain,chéng shòu,[sound:承受.mp3]
烫,to scald; to burn; scalding hot; to iron,tàng,[sound:烫.mp3]
咬,to bite; to nip,yǎo,[sound:咬.mp3]
尽量,as much as possible; to the best of one's ability (jìn-: eat or drink to one's fill),jǐn liàng,[sound:尽量.mp3]
期间,period of time; time,qī jiān,[sound:期间.mp3]
签,bamboo used for drawing lots; toothpick; to sign (one's name),qiān,[sound:签.mp3]
纪念,commemorate; remember,jì niàn,[sound:纪念.mp3]
娶,marry (a wife); take a wife,qǔ,[sound:娶.mp3]
对待,to treat,duì dài,[sound:对待.mp3]
角色,role; part,jué sè,[sound:角色.mp3]
不足,insufficient; not enough,bù zú,[sound:不足.mp3]
模特,(fashion) model,mó tè,[sound:模特.mp3]
流泪,shed tears,liú lèi,[sound:流泪.mp3]
被子,quilt; blanket,bèi zi,[sound:被子.mp3]
蔬菜,vegetables; produce,shū cài,[sound:蔬菜.mp3]
朵,(mw for flowers and clouds),duǒ,[sound:朵.mp3]
浓,concentrated; dense,nóng,[sound:浓.mp3]
沟通,link; connect; communicate,gōu tōng,[sound:沟通.mp3]
避免,avoid; avert; prevent,bì miǎn,[sound:避免.mp3]
滑,slippery; cunning; crafty,huá,[sound:滑.mp3]
单纯,simple; pure; merely,dān chún,[sound:单纯.mp3]
似的,seems as if; rather like,shì de,[sound:似的.mp3]
欧洲,Europe,Ōu zhōu,[sound:欧洲.mp3]
勿,not; do not,wù,[sound:勿.mp3]
资金,funds; funding,zī jīn,[sound:资金.mp3]
舍不得,hate to part with; begrudge doing something,shě bu de,[sound:舍不得.mp3]
补充,replenish; to supplement; to complement,bǔ chōng,[sound:补充.mp3]
呼吸,breathe,hū xī,[sound:呼吸.mp3]
公开,public; make public,gōng kāi,[sound:公开.mp3]
现代,modern times; modern age,xiàn dài,[sound:现代.mp3]
哪怕,even (if/though); no matter how,nǎ pà,[sound:哪怕.mp3]
手指,finger,shǒu zhǐ,[sound:手指.mp3]
安装,install; erect; to fix; to mount,ān zhuāng,[sound:安装.mp3]
物质,matter; substance; material,wù zhì,[sound:物质.mp3]
服装,(formal) clothing; costume; dress,fú zhuāng,[sound:服装.mp3]
体会,know from experience; learn through experience; realize; understanding; experience,tǐ huì,[sound:体会.mp3]
促进,promote (an idea or cause); to advance,cù jìn,[sound:促进.mp3]
对象,target; object; partner; boyfriend or girlfriend,duì xiàng,[sound:对象.mp3]
重复,to repeat; to duplicate,chóng fù,[sound:重复.mp3]
背景,background,bèi jǐng,[sound:背景.mp3]
利益,benefit; (in sb.'s) interest,lì yì,[sound:利益.mp3]
取消,cancel; cancellation; abolish,qǔ xiāo,[sound:取消.mp3]
资源,natural resource; resource,zī yuán,[sound:资源.mp3]
角度,angle; point of view,jiǎo dù,[sound:角度.mp3]
建设,to build; to construct; construction,jiàn shè,[sound:建设.mp3]
陌生,strange; unfamiliar,mò shēng,[sound:陌生.mp3]
舒适,cozy; comfortable; snug,shū shì,[sound:舒适.mp3]
反而,on the contrary/instead,fǎn ér,[sound:反而.mp3]
插,to insert; stick in; pierce,chā,[sound:插.mp3]
把握,grasp; hold; certainty; assurance,bǎ wò,[sound:把握.mp3]
幻想,delusion; fantasy; illusion,huàn xiǎng,[sound:幻想.mp3]
歪,askew; crooked; devious; recline to take a rest (colloquial),wāi,[sound:歪.mp3]
进步,make progress; to advance,jìn bù,[sound:进步.mp3]
脑袋,head; mental capability; brains,nǎo dai,[sound:脑袋.mp3]
婚礼,wedding ceremony,hūn lǐ,[sound:婚礼.mp3]
实用,practical; pragmatic; functional,shí yòng,[sound:实用.mp3]
拆,unravel; to tear; demolish,chāi,[sound:拆.mp3]
细节,details; particulars,xì jié,[sound:细节.mp3]
逗,to tease; amuse; to stay; to stop; funny,dòu,[sound:逗.mp3]
缺乏,shortage; to lack; be short of,quē fá,[sound:缺乏.mp3]
玩具,plaything; toy,wán jù,[sound:玩具.mp3]
分别,distinguish; split up; difference; to part,fēn bié,[sound:分别.mp3]
矛盾,contradiction; conflict,máo dùn,[sound:矛盾.mp3]
无所谓,doesn't matter; be indifferent,wú suǒ wèi,[sound:无所谓.mp3]
身份,identity; status; dignity,shēn fèn,[sound:身份.mp3]
薄,thin; flimsy; weak (first two pronunciations),báo,[sound:薄.mp3]
导演,to direct; director,dǎo yǎn,[sound:导演.mp3]
